model,training,eval_lang,step,pred_langs,emb_cos_sim,eval_lang_encoded,script,family,script_lr,training_script_lr,cmn_Hani,deu_Latn,heb_Hebr,step_Base,step_Labels,step_Step1,step_Step50+sbeam8
alephbert_heb_Hebr,['heb_Hebr'],urd_Arab,Step50+sbeam8,"{'cmn_Hani': 0.41, 'eng_Latn': 0.2, 'tur_Latn': 0.1, 'heb_Hebr': 0.09}",0.4245583117008209,18,0,0,1,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],urd_Arab,Base,"{'arb_Arab': 0.56, 'cmn_Hani': 0.31, 'eng_Latn': 0.06}",0.4403573870658874,18,0,0,1,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],guj_Gujr,Step1,"{'eng_Latn': 0.18, 'heb_Hebr': 0.11}",0.317528486251831,5,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],guj_Gujr,Step50+sbeam8,"{'eng_Latn': 0.07, 'heb_Hebr': 0.14}",0.1882859021425247,5,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],guj_Gujr,Base,{'eng_Latn': 0.34},0.3970820307731628,5,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],sin_Sinh,Step1,"{'eng_Latn': 0.19, 'heb_Hebr': 0.18}",0.4558616280555725,16,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],sin_Sinh,Step50+sbeam8,"{'heb_Hebr': 0.2, 'eng_Latn': 0.08}",0.2288703322410583,16,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],sin_Sinh,Base,"{'eng_Latn': 0.35, 'heb_Hebr': 0.09}",0.4087628722190857,16,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],pan_Guru,Step1,"{'heb_Hebr': 0.1, 'eng_Latn': 0.16}",0.3694695234298706,15,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],pan_Guru,Step50+sbeam8,{'heb_Hebr': 0.14},0.3163574635982513,15,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],pan_Guru,Base,"{'eng_Latn': 0.28, 'tur_Latn': 0.07}",0.3191417455673218,15,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],tur_Latn,Step1,"{'heb_Hebr': 0.1, 'tur_Latn': 0.1, 'eng_Latn': 0.26}",0.2965720891952514,17,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],tur_Latn,Step50+sbeam8,"{'heb_Hebr': 0.11, 'tur_Latn': 0.2, 'eng_Latn': 0.2}",0.4082043170928955,17,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],tur_Latn,Base,"{'eng_Latn': 0.38, 'heb_Hebr': 0.07}",0.4382678866386413,17,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],kaz_Cyrl,Step1,"{'kaz_Cyrl': 0.31, 'mon_Cyrl': 0.26, 'heb_Hebr': 0.06}",0.5963650345802307,10,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],kaz_Cyrl,Step50+sbeam8,"{'mon_Cyrl': 0.19, 'kaz_Cyrl': 0.3, 'heb_Hebr': 0.06}",0.6019743084907532,10,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],kaz_Cyrl,Base,"{'mon_Cyrl': 0.6, 'kaz_Cyrl': 0.14}",0.5740879774093628,10,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],cmn_Hani,Step1,"{'heb_Hebr': 0.29, 'cmn_Hani': 0.19, 'eng_Latn': 0.12}",0.2242408990859985,2,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],cmn_Hani,Step50+sbeam8,"{'eng_Latn': 0.11, 'heb_Hebr': 0.27, 'cmn_Hani': 0.19}",0.2129160463809967,2,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],cmn_Hani,Base,"{'eng_Latn': 0.17, 'heb_Hebr': 0.19, 'cmn_Hani': 0.25, 'hin_Deva': 0.07}",0.2882682681083679,2,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],jpn_Jpan,Step1,"{'eng_Latn': 0.29, 'cmn_Hani': 0.42, 'heb_Hebr': 0.13}",0.5014901161193848,9,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],jpn_Jpan,Step50+sbeam8,"{'eng_Latn': 0.23, 'cmn_Hani': 0.41, 'heb_Hebr': 0.13}",0.5459016561508179,9,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],jpn_Jpan,Base,"{'eng_Latn': 0.33, 'cmn_Hani': 0.44, 'heb_Hebr': 0.06}",0.484971135854721,9,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],kor_Hang,Step1,"{'eng_Latn': 0.5, 'heb_Hebr': 0.08}",0.3652674853801727,11,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.43, 'tur_Latn': 0.21, 'heb_Hebr': 0.07}",0.3267330825328827,11,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],kor_Hang,Base,"{'eng_Latn': 0.46, 'tur_Latn': 0.09, 'cmn_Hani': 0.07}",0.383232980966568,11,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Step1,"{'kaz_Cyrl': 0.4, 'mon_Cyrl': 0.2}",0.3733776211738586,14,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Step50+sbeam8,"{'kaz_Cyrl': 0.54, 'mon_Cyrl': 0.12}",0.4594576060771942,14,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Base,"{'kaz_Cyrl': 0.13, 'mon_Cyrl': 0.59}",0.5338140726089478,14,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Step1,"{'tur_Latn': 0.25, 'eng_Latn': 0.3}",0.360987901687622,8,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Step50+sbeam8,"{'tur_Latn': 0.25, 'eng_Latn': 0.28}",0.3571273684501648,8,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Base,"{'eng_Latn': 0.34, 'tur_Latn': 0.08}",0.4905539751052856,8,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step1,"{'mon_Cyrl': 0.37, 'kaz_Cyrl': 0.43}",0.4713685512542724,12,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step50+sbeam8,"{'mon_Cyrl': 0.16, 'kaz_Cyrl': 0.6}",0.5291924476623535,12,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Base,"{'mon_Cyrl': 0.66, 'kaz_Cyrl': 0.15}",0.7084029912948608,12,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Step1,"{'eng_Latn': 0.34, 'tur_Latn': 0.15}",0.4267268776893616,4,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Step50+sbeam8,"{'eng_Latn': 0.37, 'tur_Latn': 0.17}",0.4747483432292938,4,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Base,"{'eng_Latn': 0.39, 'tur_Latn': 0.1}",0.408765971660614,4,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0
